slug;flex;camber_profile;shape_type;source_name;source_url;source_checked_at;board_line
bataleon-evil-twin;5;camber;twin;Official Bataleon Evil Twin 25/26;https://bataleon.com/products/bataleon-2526-evil-twin-mens-snowboard;2026-04-14
bataleon-evil-twin-wide;5;camber;twin;Official Bataleon Evil Twin 25/26;https://bataleon.com/products/bataleon-2526-evil-twin-mens-snowboard;2026-04-14
bataleon-goliath;6;camber;directional-twin;Official Bataleon Goliath 25/26;https://bataleon.com/products/bataleon-2526-goliath-mens-snowboard;2026-04-14
bataleon-goliath-wide;6;camber;directional-twin;Official Bataleon Goliath 25/26;https://bataleon.com/products/bataleon-2526-goliath-mens-snowboard;2026-04-14
bataleon-whatever;5;camber;directional-twin;Official Bataleon Whatever 25/26;https://bataleon.com/products/bataleon-2526-whatever-unisex-snowboard;2026-04-14
bataleon-whatever-wide;5;camber;directional-twin;Official Bataleon Whatever 25/26;https://bataleon.com/products/bataleon-2526-whatever-unisex-snowboard;2026-04-14
bataleon-blow;4;camber;twin;Official Bataleon Blow 25/26;https://bataleon.com/products/bataleon-2526-blow-mens-snowboard;2026-04-15
bataleon-blow-wide;4;camber;twin;Official Bataleon Blow 25/26;https://bataleon.com/products/bataleon-2526-blow-mens-snowboard;2026-04-15
bataleon-cameleon;5;camber;directional;Official Bataleon Cameleon 25/26;https://bataleon.com/products/bataleon-2526-cameleon-mens-snowboard;2026-04-15
bataleon-chaser;3;camber;directional-twin;Official Bataleon Chaser 24/25;https://bataleon.com/products/bataleon-chaser-2425-mens-snowboard;2026-04-15
bataleon-cruiser;6;camber;directional;Official Bataleon Cruiser 25/26;https://bataleon.com/products/bataleon-2526-cruiser-mens-snowboard;2026-04-15
bataleon-disaster;3;camber;twin;Official Bataleon Disaster 25/26;https://bataleon.com/products/bataleon-2526-disaster-snowboard;2026-04-15
bataleon-disaster-wide;3;camber;twin;Official Bataleon Disaster 25/26;https://bataleon.com/products/bataleon-2526-disaster-snowboard;2026-04-15
bataleon-disaster-plus;4;camber;twin;Official Bataleon Disaster+ 25/26;https://bataleon.com/products/bataleon-2526-disaster-plus-snowboard;2026-04-15
bataleon-disaster-plus-wide;4;camber;twin;Official Bataleon Disaster+ 25/26;https://bataleon.com/products/bataleon-2526-disaster-plus-snowboard;2026-04-15
bataleon-distortia;4;camber;twin;Official Bataleon Distortia 25/26;https://bataleon.com/products/bataleon-2526-distortia-womens-snowboard;2026-04-15
bataleon-evil-teen;4;camber;twin;Official Bataleon Evil Teen 25/26;https://bataleon.com/products/bataleon-2526-evil-teen-youth-snowboard;2026-04-15
bataleon-evil-teen-wide;4;camber;twin;Official Bataleon Evil Teen 25/26;https://bataleon.com/products/bataleon-2526-evil-teen-youth-snowboard;2026-04-15
bataleon-evil-twin-plus;6;camber;twin;Official Bataleon Evil Twin+ 25/26;https://bataleon.com/products/bataleon-2526-evil-twin-plus-mens-snowboard;2026-04-15
bataleon-evil-twin-plus-wide;6;camber;twin;Official Bataleon Evil Twin+ 25/26;https://bataleon.com/products/bataleon-2526-evil-twin-plus-mens-snowboard;2026-04-15
bataleon-feelbetter;3;camber;directional-twin;Official Bataleon Feelbetter 25/26;https://bataleon.com/products/bataleon-2526-feelbetter-womens-snowboard;2026-04-15
bataleon-fun-kink;4;camber;directional-twin;Official Bataleon FunKink 25/26;https://bataleon.com/products/bataleon-2526-funkink-mens-snowboard;2026-04-15
bataleon-fun-kink-wide;4;camber;directional-twin;Official Bataleon FunKink 25/26;https://bataleon.com/products/bataleon-2526-funkink-mens-snowboard;2026-04-15
bataleon-goliath-plus;7;camber;directional-twin;Official Bataleon Goliath+ 25/26;https://bataleon.com/products/bataleon-2526-goliath-plus-mens-snowboard;2026-04-15
bataleon-goliath-plus-wide;7;camber;directional-twin;Official Bataleon Goliath+ 25/26;https://bataleon.com/products/bataleon-2526-goliath-plus-mens-snowboard;2026-04-15
bataleon-minishred;1;camber;twin;Official Bataleon Minishred 25/26;https://bataleon.com/products/bataleon-2526-minishred-youth-snowboard;2026-04-15
bataleon-moodboard;3;camber;twin;Official Bataleon Moodboard 25/26;https://bataleon.com/products/bataleon-2526-moodboard-womens-snowboard;2026-04-15
bataleon-party-wave;4;camber;directional;Official Bataleon Party Wave 25/26;https://bataleon.com/products/bataleon-2526-party-wave-mens-snowboard;2026-04-15
bataleon-push-up;4;camber;directional-twin;Official Bataleon Push Up 25/26;https://bataleon.com/products/bataleon-2526-push-up-womens-snowboard;2026-04-15
bataleon-push-up-plus;6;camber;directional-twin;Official Bataleon Push Up+ 25/26;https://bataleon.com/products/bataleon-2526-push-up-plus-womens-snowboard;2026-04-15
bataleon-spirit;3;camber;directional-twin;Official Bataleon Spirit 25/26;https://bataleon.com/products/bataleon-2526-spirit-womens-snowboard;2026-04-15
bataleon-stuntwood;3;camber;twin;Official Bataleon Stuntwood 25/26;https://bataleon.com/products/bataleon-2526-stuntwood-youth-snowboard;2026-04-15
bataleon-surfer;4;camber;directional;Official Bataleon Surfer 25/26;https://bataleon.com/products/bataleon-2526-surfer-mens-snowboard;2026-04-15
bataleon-the-surfer;4;camber;directional;Official Bataleon Surfer 25/26;https://bataleon.com/products/bataleon-2526-surfer-mens-snowboard;2026-04-15
bataleon-thunderstorm;6;camber;directional;Official Bataleon ThunderStorm 25/26;https://bataleon.com/products/bataleon-2526-thunderstorm-unisex-snowboard;2026-04-15
bataleon-thunderstorm-wide;6;camber;directional;Official Bataleon ThunderStorm 25/26;https://bataleon.com/products/bataleon-2526-thunderstorm-unisex-snowboard;2026-04-15
bataleon-tornado-x-beyond-medals;7;camber;directional-twin;Official Bataleon Tornado x Beyond Medals 25/26;https://bataleon.com/products/bataleon-2526-tornado-x-beyond-medals-mens-snowboard;2026-04-15
bataleon-tornado-x-beyond-medals-mid-wide;7;camber;directional-twin;Official Bataleon Tornado x Beyond Medals 25/26;https://bataleon.com/products/bataleon-2526-tornado-x-beyond-medals-mens-snowboard;2026-04-15
bataleon-tornado-x-beyond-medals-wide;7;camber;directional-twin;Official Bataleon Tornado x Beyond Medals 25/26;https://bataleon.com/products/bataleon-2526-tornado-x-beyond-medals-mens-snowboard;2026-04-15
bataleon-turbo;9;camber;directional-twin;Official Bataleon Turbo 25/26;https://bataleon.com/products/bataleon-2526-turbo-mens-snowboard;2026-04-15
bataleon-turbo-wide;9;camber;directional-twin;Official Bataleon Turbo 25/26;https://bataleon.com/products/bataleon-2526-turbo-mens-snowboard;2026-04-15
bataleon-wallie;3;camber;twin;Official Bataleon Wallie 25/26;https://bataleon.com/products/bataleon-2526-wallie-snowboard;2026-04-15
bataleon-wallie-wide;3;camber;twin;Official Bataleon Wallie 25/26;https://bataleon.com/products/bataleon-2526-wallie-snowboard;2026-04-15
bataleon-whatever-x-rop-van-mierlo;5;camber;directional-twin;Official Bataleon Whatever Rop van Mierlo 25/26;https://bataleon.com/products/bataleon-2526-whatever-rop-van-mierlo-unisex-snowboard;2026-04-15
bataleon-whatever-x-rop-van-mierlo-wide;5;camber;directional-twin;Official Bataleon Whatever Rop van Mierlo 25/26;https://bataleon.com/products/bataleon-2526-whatever-rop-van-mierlo-unisex-snowboard;2026-04-15
arbor-cadence-rocker;4;rocker;twin;Official Arbor Cadence Rocker;https://www.arborcollective.com/products/cadence-rocker-snowboard-25;2026-04-15
arbor-element-decon;5;rocker;directional-twin;Official Arbor Element Decon;https://www.arborcollective.com/products/element-decon-snowboard-26;2026-04-15
arbor-mantra;5;camber;directional-twin;Official Arbor Mantra;https://www.arborcollective.com/products/mantra-snowboard-26;2026-04-15
arbor-metal-machine;5;camber;twin;Official Arbor Metal Machine;https://www.arborcollective.com/products/metal-machine-snowboard-26;2026-04-15
arbor-swoon-camber;6;camber;directional-twin;Official Arbor Swoon Camber;https://www.arborcollective.com/products/swoon-camber-snowboard-25;2026-04-15
arbor-swoon-decon;4;rocker;directional-twin;Official Arbor Swoon Decon;https://www.arborcollective.com/products/swoon-decon-snowboard-26;2026-04-15
arbor-terrapin;5;rocker;directional;Official Arbor Terrapin;https://www.arborcollective.com/products/terrapin-snowboard-25;2026-04-15
arbor-westmark;5;rocker;twin;Official Arbor Westmark;https://www.arborcollective.com/products/westmark-snowboard-25;2026-04-15
burton-3d-deep-daze;;flat;directional;Official Burton Family Tree 3D Deep Daze Flat Top;https://www.burton.com/us/en/p/burton-family-tree-3d-deep-daze-flat-top-snowboard/W25-222481.html;2026-04-17
burton-ft-short-stop;;flat;directional;Official Burton Family Tree Short Stop Flat Top;https://www.burton.com/us/en/p/burton-family-tree-short-stop-flat-top-snowboard/W25-239121.html;2026-04-17
burton-mystery-homtwn-hero;;camber;directional;Official Burton Mystery Hometown Hero Camber;https://www.burton.com/jp/en/p/burton-mystery-hometown-hero-snowboard/W24JP-23913100000152.html;2026-04-17
burton-rewind;;camber;twin;Official Burton Rewind Camber;https://www.burton.com/jp/en/p/burton-rewind-camber-snowboard/W26JP-198541.html;2026-04-17
capita-aeronaut;6;hybrid-camber;directional;Official CAPiTA Aeronaut 2026;https://capitasnowboarding.com/products/aeronaut-2026;2026-04-14
capita-d-o-a;6;hybrid-camber;twin;Official CAPiTA D.O.A. 2026;https://capitasnowboarding.com/products/doa-2026;2026-04-14
capita-d-o-a-wide;6;hybrid-camber;twin;Official CAPiTA D.O.A. 2026;https://capitasnowboarding.com/products/doa-2026;2026-04-14
capita-mercury;7;hybrid-camber;directional;Official CAPiTA Mercury 2026;https://capitasnowboarding.com/products/mercury-2026;2026-04-14
capita-outerspace-living;5;hybrid-camber;directional-twin;Official CAPiTA Outerspace Living 2026;https://capitasnowboarding.com/products/outerspace-living-2026;2026-04-14
capita-outerspace-living-wide;5;hybrid-camber;directional-twin;Official CAPiTA Outerspace Living 2026;https://capitasnowboarding.com/products/outerspace-living-2026;2026-04-14
capita-paradise;4;hybrid-camber;directional-twin;Official CAPiTA Paradise 2026;https://capitasnowboarding.com/products/paradise-2026;2026-04-14
capita-paradise-wide;4;hybrid-camber;directional-twin;Official CAPiTA Paradise 2026;https://capitasnowboarding.com/products/paradise-2026;2026-04-14
capita-birds-of-a-feather;5.5;hybrid-camber;twin;Official CAPiTA Birds of a Feather 2026;https://capitasnowboarding.com/products/birds-of-a-feather-2026;2026-04-14
capita-mega-mercury;7;hybrid-camber;directional;Official CAPiTA Mega Mercury 2026;https://capitasnowboarding.com/products/mega-merc-2026;2026-04-14
capita-the-equalizer;5.5;hybrid-camber;directional;Official CAPiTA The Equalizer by Jess Kimura 2026;https://capitasnowboarding.com/en-ca/products/the-equalizer-by-jess-kimura-2026;2026-04-14
capita-children-of-the-gnar;3.5;hybrid-camber;twin;Official CAPiTA Children of the Gnar 2026;https://capitasnowboarding.com/products/children-of-the-gnar-2026;2026-04-14;unisex
capita-children-of-the-pow;3.5;rocker;directional;Official CAPiTA Children of the Pow 2026;https://capitasnowboarding.com/products/children-of-the-pow-2026;2026-04-14;unisex
capita-dark-horse;6;camber;twin;Official CAPiTA Dark Horse 2026;https://capitasnowboarding.com/products/dark-horse-2026;2026-04-14
capita-indoor-survival;4.5;camber;twin;Official CAPiTA Indoor Survival 2026;https://capitasnowboarding.com/products/indoor-survival-2026;2026-04-14
capita-indoor-survival-wide;4.5;camber;twin;Official CAPiTA Indoor Survival 2026;https://capitasnowboarding.com/products/indoor-survival-2026;2026-04-14
capita-jess-kimura-mini;3;rocker;twin;Official CAPiTA Jess Kimura Mini 2026;https://capitasnowboarding.com/products/jess-kimura-mini-2026;2026-04-14
capita-micro-mini;3;rocker;twin;Official CAPiTA Micro Mini 2026;https://capitasnowboarding.com/products/micro-mini-2026;2026-04-14;unisex
capita-pathfinder;4;rocker;twin;Official CAPiTA Pathfinder Reverse Camber 2026;https://capitasnowboarding.com/products/pathfinder-2026;2026-04-16
capita-pathfinder-wide;4;rocker;twin;Official CAPiTA Pathfinder Reverse Camber 2026;https://capitasnowboarding.com/products/pathfinder-2026;2026-04-16
capita-pathfinder-camber;4;camber;directional-twin;Official CAPiTA Pathfinder Camber 2025;https://eu.capitasnowboarding.com/products/pathfinder-camber-2025;2026-04-16
capita-scott-stevens-mini;3;rocker;twin;Official CAPiTA Scott Stevens Mini 2026;https://capitasnowboarding.com/products/scott-stevens-mini-2026;2026-04-14;unisex
capita-sb-powder-racers;5;hybrid-camber;tapered-directional;Official CAPiTA Spring Break Powder Racer 2026;https://capitasnowboarding.com/products/sb-powder-racers-2026;2026-04-16
capita-sb-powder-twin;5;hybrid-camber;twin;Official CAPiTA Spring Break Powder Twin 2026;https://capitasnowboarding.com/products/sb-powder-twin-2026;2026-04-14
capita-space-metal-fantasy;4;rocker;twin;Official CAPiTA Space Metal Fantasy 2026;https://capitasnowboarding.com/products/space-metal-fantasy-2026;2026-04-14
capita-spring-break-powder-glider;6;rocker;directional;Official CAPiTA Spring Break Powder Glider 2026;https://capitasnowboarding.com/products/sb-powder-glider-2026;2026-04-14
capita-spring-break-powder-racers;5;hybrid-camber;tapered-directional;Official CAPiTA Spring Break Powder Racer 2026;https://capitasnowboarding.com/products/sb-powder-racers-2026;2026-04-16
capita-super-d-o-a;6;hybrid-camber;twin;Official CAPiTA Super D.O.A. 2026;https://capitasnowboarding.com/products/super-doa-2026;2026-04-16
capita-the-navigator;5.5;hybrid-camber;directional;Official CAPiTA The Navigator 2025;https://capitasnowboarding.com/products/the-navigator-2026;2026-04-14
jones-aviator-2-0;8;camber;directional-twin;Official Jones Aviator 2.0 2026;https://www.jonessnowboards.com/products/men-aviator-2-0-snowboard-2026;2026-04-14
jones-frontier;7;hybrid-camber;directional;Official Jones Frontier 2.0 2026;https://www.jonessnowboards.com/products/men-frontier-2-0-snowboard-2026;2026-04-14
jones-stratos;6;hybrid-camber;directional;Official Jones Stratos 2026;https://www.jonessnowboards.com/products/men-stratos-snowboard-2026;2026-04-14;men
jones-tweaker;4;camber;twin;Official Jones Tweaker 2026;https://www.jonessnowboards.com/products/men-tweaker-snowboard-2026;2026-04-14;men
lib-tech-cold-brew;6;hybrid-rocker;directional;Official Lib Tech Cold Brew 2025-2026;https://www.lib-tech.com/snowboard/cold-brew;2026-04-14
lib-tech-ejack-knife;7;hybrid-camber;tapered-directional;Official Lib Tech Ejack Knife 2025-2026;https://www.lib-tech.com/2526-ejack-knife-154;2026-04-16
lib-tech-jamie-lynn;7;camber;tapered-directional;Official Lib Tech Jamie Lynn 2025-2026;https://www.lib-tech.com/jamie-lynn;2026-04-16
lib-tech-lib-rig;7;hybrid-camber;tapered-directional;Official Lib Tech Lib Rig 2025-2026;https://www.lib-tech.com/snowboard/lib-rig;2026-04-16
lib-tech-mayhem-rad-ripper;6;camber;twin;Official Lib Tech Mayhem Rad Ripper 2025-2026;https://www.lib-tech.com/mayhem-rad-ripper;2026-04-16
lib-tech-trs;7;hybrid-camber;twin;Official Lib Tech TRS 2024-2025;https://www.lib-tech.com/trs-hp;2026-04-14
nitro-team;7;camber;directional-twin;Official Nitro Team 2026;https://www.nitrosnowboards.com/products/team-snowboard;2026-04-14
nitro-team-wide;7;camber;directional-twin;Official Nitro Team 2026;https://www.nitrosnowboards.com/products/team-snowboard;2026-04-14
nitro-alternator;8;camber;directional;Official Nitro Alternator 2026;https://www.nitrosnowboards.com/de/products/alternator-snowboard;2026-04-14
nitro-alternator-x-hailey;7;camber;directional;Official Nitro Alternator x Hailey Women 2026;https://www.nitrosnowboards.com/products/alternator-x-hailey-womens-snowboard;2026-04-16
